precision,recall,threshold
0.9036144578313253,0.7281553398058253,0.7442050576210022
0.9024390243902439,0.7184466019417476,0.7460697293281555
0.9,0.6990291262135923,0.7493512034416199
0.9230769230769231,0.6990291262135923,0.7546637654304504
0.922077922077922,0.6893203883495146,0.7617760300636292
0.9210526315789473,0.6796116504854369,0.7638688683509827
0.9178082191780822,0.6504854368932039,0.7663920521736145
0.9166666666666666,0.6407766990291263,0.7698574662208557
0.9295774647887324,0.6407766990291263,0.7815315723419191
0.9285714285714286,0.6310679611650486,0.7842841148376465
0.9264705882352942,0.6116504854368932,0.804915189743042
0.9242424242424242,0.5922330097087378,0.8061698675155641
0.921875,0.5728155339805825,0.8106927871704102
0.9365079365079365,0.5728155339805825,0.8141538500785828
0.9516129032258065,0.5728155339805825,0.8266424536705017
0.95,0.5533980582524272,0.8327603936195374
0.9491525423728814,0.5436893203883495,0.8379018306732178
0.9473684210526315,0.5242718446601942,0.8394324779510498
0.9464285714285714,0.5145631067961165,0.8417483568191528
0.9454545454545454,0.5048543689320388,0.8479370474815369
0.9444444444444444,0.49514563106796117,0.8510861396789551
0.9433962264150944,0.4854368932038835,0.8513254523277283
0.9423076923076923,0.47572815533980584,0.851909339427948
0.9411764705882353,0.46601941747572817,0.8687175512313843
0.94,0.4563106796116505,0.8690124154090881
0.9387755102040817,0.44660194174757284,0.8712194561958313
0.9375,0.4368932038834951,0.8781272172927856
0.9361702127659575,0.42718446601941745,0.8854823112487793
0.9565217391304348,0.42718446601941745,0.8872338533401489
0.9555555555555556,0.4174757281553398,0.8882321119308472
0.9545454545454546,0.4077669902912621,0.8927821516990662
0.9534883720930233,0.39805825242718446,0.8957030177116394
0.9761904761904762,0.39805825242718446,0.8973272442817688
1.0,0.39805825242718446,0.8977094292640686
1.0,0.3883495145631068,0.911113142967224
1.0,0.36893203883495146,0.911346673965454
1.0,0.3592233009708738,0.920908510684967
1.0,0.33980582524271846,0.93363219499588
1.0,0.3300970873786408,0.9351661801338196
1.0,0.30097087378640774,0.943144142627716
1.0,0.2815533980582524,0.947317361831665
1.0,0.27184466019417475,0.948639750480652
1.0,0.2524271844660194,0.9632627367973328
1.0,0.24271844660194175,0.9635337591171264
1.0,0.23300970873786409,0.9685397744178772
1.0,0.22330097087378642,0.970523238182068
1.0,0.21359223300970873,0.9718432426452636
1.0,0.1941747572815534,0.97383713722229
1.0,0.18446601941747573,0.974108338356018
1.0,0.17475728155339806,0.9759429097175598
1.0,0.1650485436893204,0.9778287410736084
1.0,0.1553398058252427,0.9799029231071472
1.0,0.14563106796116504,0.9809517860412598
1.0,0.13592233009708737,0.9814848899841307
1.0,0.1262135922330097,0.9852972626686096
1.0,0.10679611650485436,0.9878695607185364
1.0,0.08737864077669903,0.9905011653900146
1.0,0.06796116504854369,0.9910564422607422
1.0,0.04854368932038835,0.9918441176414491
1.0,0.038834951456310676,0.9920808672904968
1.0,0.02912621359223301,0.9934450387954712
1.0,0.019417475728155338,0.9945331811904908
1.0,0.009708737864077669,0.9953902959823608
1.0,0.0,0.999
